Review Text
"This is what is called as a perfect Movie. The story was good, the acting of all the characters was commendable. This is realistic but a dramatic tinted movie which was really a need of the moment when there are only the fabricated one sided masala films which only glorify the image of the cops, where as that is a rare case. This movie shows the reality. And the harsh truth. Well made."
"The movie tells us the meaning of Dr Ambedkar's philosophical thoughts, Jai Bhim meaning a journey from Darkness to Light. What a movie!!! Wow!!! Just wow!!!! This movies lets us know the true meaning of fight against injustice. The brutal scenes of the movie really broke my heart many times watching the movie."
"Despite being over 2 hours and 45 minutes long, 'Jai Bhim' is an engaging, thoroughly entertaining watch backed by an astonishing real life story of custodial violence, police cover-ups and systemic corruption."
"Suriya plays a crusading lawyer, hell bent on revealing the truth behind three Irular (Scheduled Tribe) men who go missing while being in police custody."
"The superstar turns in an impeccable performance as he fastidiously chips away at the truth, only to discover layer upon layer of lies, caste hatred and cruelty."
"Despite having a big name star at his disposal, director T. J. Gnanavel deserves praise for letting the story take the driver's seat, never reducing to unnecessary 'massy' sequences or masala elements to drive the narrative forward."
"Lijimol Jose as the wife of Rajakannu (played by Manikandan) is an absolute force of nature in her role, delivering some of the best sequences in the film, turning in a performance a veteran would be proud of."
Prakash Raj as usual excels in a supporting role while and Rajisha Vijayan had precious little screen time to make any sizeable impact.
"The music from Seal Roldan played very significant role, helping the audience to feel the pain of the beleaguered protagonists in the beginning and that of vindication and righteousness towards the climax."
Jai Bhim does not rise up to the emotional highs of previous classic dramas based on custodial violence like Visaranai (2015) or Naandhi (2021) but is an immensely engrossing watch. Recommended!
Hard hitting best movie of year 2021 suriya na acting mass all the crew at their best i did n't come out from movie till now.one of my fav films list this gonna to be add. Dont miss it all of you can watch must watch film.
"Jai Bhim is real. No doubt about it. A real story with a bit dramatization and gripping narratives, that makes you engaged through the runtime."
"Jai Bhim is brutal. Yes, the horror of stereotyping people. It bought to screen the fearful emotions in caste ridden society, breaks the heart throughout the event."
Jai Bhim is thoughtful in the sense that it will keep you thinking about who is really the culprit in today's society. Is it the legal authorities or authority of faith ?
Finally it will give you a silver lining light throughout the dark episode of brutality and deception. And that light is highly desirable in today's society esp in India. The film progresses as an intellectual war between constitutional force and the unconstitutional surpassing caste creed and divisons.
"Now coming to the movie, it's a simple story of a low caste family who seeks justice after being victim of casteism. Suriya plays the role of a dedicated lawyer. He works for upliftment of the downtrodden and bent on providing justice to them. He plays his part well, no nonsense behavior normally done by the protagony of south movies. The antagony is well crafted, being perfect outwardly like -having a reputed income source and a fitted physique on one side but a devil inside on the other. This depiction of antagony and his tactics impressed me so far in it. The movie well maintains the thrill throughout, scenes moving fast disclosing the secrets one by one with logical links with sub plots. The truth finally reveals in the 2nd half, justice being served to the victims and the constitution honored, just like a ray appearing in the dark world of cruelty and corruption. Prakash Raj is good to watch esp in Positive role. The BGM is of heightened feel, raising the depressive tones to positive vibes. It is a positive themed movie with a strong pessimistic presence."
"The title Jai Bhim actually refers to the respect towards Ambedkar from Marxian viewpoint. It was he who opposed caste structures and left it all for greater good. But Jai Bhim doesn't prefer the footsteps of Ambedkar instead approach the social issues in legal way, with a Marxian bias. Nobody could give justice to those caste victims perhaps except Marxian doctrines."
Movies like Jai bhim should be remembered for their stance against corrupt law practices. Jai Bhim is a well made scripted film but you will feel the dramatization a bit unrealistic which may feel a bit out of place. But in summary it's a worth of praise from Tamil industry. It stands out unique with respect in Tamil industry after several repeating nonsensical blockbusters from the same.
A 74/100.
I like this movie and forest people.
I got to learn a lot by watching this movie i would like to say thanks to surya sir i want this movie to be in number one rating all over the world.
"This extraordinary story will leave you aghast at the injustice and corruption endemic in the constabulary of India, or at least in the state of Tamil Nadu where these events take place. Based on true events relating to prejudice and persecution, activities that still permeate these societies today, this film is best watched in Tamil with subtitles if the language is not one you own."
